masked_celphone_number,hashed_celphone_number,date,text,carrier
+63981****296,a4e9821e-57af-3f25-8d3b-fa60afe2dca5,52:04.7,Mark your calendars for March 20! Join the PAYDAY BONANZA! Win free 999p on WinningPlus! Enjoy Weekend High Jackpot Rates & Get Free 588p+388p on WinPlus6.tv,Smart
+63912****659,61346721-b804-3fab-b503-14631bcf9f0d,39:47.3,"Finally Pinoy Slot Fiesta Arrived Philipines! Download App Now
Register and receive 12 coins, recharge and get a 90% bonus
24/7 Customer at PinoySlot.tv",TNT
+63981****876,48936bbe-be74-3e68-a184-351d0daab938,24:37.4,slotsph.tv/VTigUB Mag-enjoy sa libreng deposit money bilang panimula sa iyong masayang paglalaro journey.,Smart
+63951****767,eae53528-533a-38e7-a2b8-7510092d4e45,58:17.7,"No.1 Online kingdom ng PINAS, may MILYONG kampyon kada araw! Dito yan sa PanaloKa, claim 316% bonus now! PanaloKa.tv",Smart
+63981****525,03c2ba0a-ac4b-38c8-99d7-6ec5a8129744,49:56.5,"bonusph.tv/QqxR Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",Smart
+63985****208,48a3de02-59e9-3b4d-abe1-9282d3e8ab5e,15:14.2,phluck.tv/hIJ4wy Doblehin ang saya at panalo! 100% deposit bonus sa iyong una. Mag-register na.,Smart/TNT
+63985****017,cfdb0fc0-d1b8-3bcc-92bb-1ec8f6c94ad9,46:26.9,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : EpicWinph7.icu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Smart/TNT
+63981****769,bc4f6922-ce06-3596-96d3-38818688e15d,21:54.6,Mark your calendars for March 20! Join the PAYDAY BONANZA! Win free 999p on WinningPlus! Enjoy Weekend High Jackpot Rates & Get Free 588p+388p on WinPlus6.tv,Smart
+63951****782,559bbdf4-e7bb-3c5f-8e7c-972642d45a1c,01:40.1,Mark your calendars for March 20! Join the PAYDAY BONANZA! Win free 999p on WinningPlus! Enjoy Weekend High Jackpot Rates & Get Free 588p+388p on WinPlus6.tv,Smart
+63981****059,9b729508-7a91-3906-8f48-e046ede5ac07,25:13.0,slotsbet.tv/4s0 Maglaro at manalo ng mas malaki sa aming 100% deposit bonus. Sali na sa link.,Smart
+63981****492,9985e78d-9b67-3595-926e-969aec36b956,09:49.9,betslotsph.tv/KBKGnhr I-double ang halaga ng iyong deposito! 100% deposit bonus para sa unang pagkakataon.,Smart
+63981****112,b22029af-fb43-394f-8d5f-b637975ea3fc,06:49.1,luckph.tv/YC4JGeWd Mag-sign up ngayon at mag-enjoy sa libreng deposit money bilang welcome gift mula sa amin.,Smart
+63981****567,02a72bb9-c45c-3a6a-b3c6-8a616b7e8fe3,04:50.4,luckwin.tv/8E5 Enjoy extra money in your bankroll with our 100% deposit bonus. Make your deposit now.,Smart
+63981****976,140a2de1-eb64-3a5c-9098-381496aa06e6,20:42.1,"Seeking Sunday thrills? GoJackpot awaits! Win 50,000 in JILI SLOTS Tournament! New members, enjoy 1000p & First Deposit Bonus 177p at GoJackpotph20.icu",Smart
+63946****420,a8dc722d-def0-3cf7-b126-7bcb39585027,34:36.7,luckwin.tv/4aZ5tG Enjoy extra money in your bankroll with our 100% deposit bonus. Make your deposit now.,TNT
+63912****661,959c4285-4aad-3e22-95e3-bf5979c34ebf,08:25.9,"betslotsph.tv/paf Mag-sign up at mag-enjoy sa 100% deposit bonus. Dobleng saya, dobleng panalo.",TNT
+63985****080,92908333-190c-3089-86e3-d47c73a6d2d5,00:38.3,"phluck.tv/AU3 100% deposit bonus, para sayo na! I-activate at simulan ang iyong winning streak.",Smart/TNT
+63951****042,28c097d2-f598-3aa6-9b01-24794260442b,04:52.0,winph.tv/paf 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,Smart
+63981****021,befe57f8-446e-3805-b3ed-542486bc4b2e,20:26.9,"casinoph.tv/8g5bnA Sumali na at mag-enjoy sa libreng deposito. Mas mataas na tsansa, mas malaking panalo!",Smart
+63981****888,2b56c22e-4cae-323e-b8d6-67a122d9b44b,03:09.9,"promoph.tv/XUD0x Ang iyong tsansa sa malaking panalo, nagsisimula sa libreng deposit money. Kunin na!",Smart
+63985****161,7d48a902-6b35-3f46-a67c-7db3bf3a8fa7,30:17.8,mag deposit ka ng 100 at may FREE 168 ka:sv33.tv,Smart/TNT
+63981****608,996236e0-d22e-370f-b3e1-605e33c7f997,13:36.0,"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph16.icu",Smart
+63912****895,9ac34c71-07c1-3cd2-8fa3-4712affc6608,02:28.6,"gamblingph.tv/1uCK17 100% deposit bonus, handa na para sayo. Doblehin ang iyong saya at panalo!",TNT
+63981****679,cca6c246-669e-3d9f-96e5-7b4087ae2cca,51:38.3,"winph.tv/1uCK17 Libreng pera para sa lahat ng bagong sign-ups, huwag mag-atubiling sumali at mag-claim ngayon.",Smart
+63951****475,06d7b1b9-9ca5-3223-8876-12078c62eb2e,43:06.6,"betslotsph.tv/XXeILi0o Libreng pera, libreng saya. Mag-sign up at mag-claim ng iyong bonus ngayon.",Smart
+63912****895,9ac34c71-07c1-3cd2-8fa3-4712affc6608,34:20.0,"winph.tv/zJUhr1d Mag-sign up at mag-enjoy sa 100% deposit bonus. Dobleng saya, dobleng panalo.",TNT
+63950****443,c67ff073-d63a-342e-9ad4-5934fc38f0c0,46:07.5,"I-download ang programa at makakuha ng P117
17v7li.bid",TNT
+63985****519,2bfdc5e1-ab19-3ddb-9291-abcb8392f85f,37:37.2,"Get Ready Finally Friday & March 15th PayDay! Free 6,888p bonus on Mar 15 at GoJackpot! Plus, 6,888p on Mar 15! Claim 1,000p+177p at GoJackpotph10.icu",Smart/TNT
+63950****978,06d6f040-cf34-31f6-a741-435ca7fed746,26:46.4,"I-download ang programa at makakuha ng P117
17v7li.bid",TNT
+63985****174,e4205d8e-a28b-38f5-8916-f8c448d2c4b1,10:40.6,winph.tv/fsLqAU Maglaro nang may confidence! Libreng deposit money para sa bagong simula.,Smart/TNT
+63981****196,e26f4655-a1c7-3a54-add6-a081a1fffa67,50:19.1,"luckwin.tv/fsLqAU Libreng pera, libreng pagkakataon sa jackpot. Simulan na ang iyong pagwawagi.",Smart
+63981****221,4f6be7fa-79eb-3ae3-a887-adbc4bb7c2fc,22:54.2,betslotsph.tv/3uMkv7 Doblehin ang saya at panalo! 100% deposit bonus sa iyong una. Mag-register na.,Smart
+63985****449,dee2ef58-ab9f-3ccb-9471-f9dbe5859c5a,39:45.7,"Join Slots Milestone Event & Win 70,000p prize! Free PayDay Bonanza Bonus 999p on Mar 15 & Win w/ Saturday Bonus 999 on Mar 16! Free 588p+388p at WinPlusPh2.icu",Smart/TNT
+63981****304,62009aa1-e5ea-36aa-82ab-498314a31d25,46:57.3,Tara na’t manalo sa ₱10 mo gawin nating 15k!  spinsarc.tv,Smart
+63981****460,574ea7a7-cedd-315d-be78-32ca87d37760,57:12.7,slotsbet.tv/rFE9sEC Libreng pera para sa iyong paglalaro adventure. I-claim mo na at simulan ang panalo.,Smart
+63948****358,b7c5f2f0-c999-3235-97c2-ada6b3f83985,15:41.9,"slotph.tv/YJcVQ Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",TNT
+63948****474,9d672b65-700f-3601-96eb-fa2b68b7bbf5,28:41.2,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : EpicWinph5.icu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",TNT
+63964****134,d4a081c2-eeb9-3da1-9f6b-1e1382adcfd7,28:35.7,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : EpicWinph8.icu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Globe
+63950****074,297d054f-3d96-32e7-baf0-24d83a4455fa,49:45.2,"Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito
g3b61jh.bid",TNT
+63981****863,1ea7af26-568c-3e07-900b-9120f97658ee,05:37.0,"[Epicwin ]: Join us & enjoy limited 100% BONUS

Trusted website : EpicWinph5.icu

Deposit and get 100% & get BONUS everyday",Smart
+63981****021,547b2520-e605-350b-bc3c-7b67483c4f16,30:22.6,"[Epicwin ]: Join us & enjoy limited 100% BONUS

Trusted website : EpicWinph5.icu

Deposit and get 100% & get BONUS everyday",Smart
+63964****915,7503bd42-f0ee-3650-afee-b55966c8ba4f,26:01.9,"Hurry! WinPlus Saturday special T.G.I.S! Enjoy Free 999 bonus, Jackpot vibes. Plus, bonus treats 588p+388p at WinPlusph2.icu",Globe
+63981****017,950dd72e-8592-30f8-a4f7-6ae1a9f3a11e,03:44.8,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
ffx78.bid",Smart
+63950****568,0927609d-6baa-31f4-826f-61335cc948f1,56:09.5,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
ffx78.bid",TNT
+63948****460,52c071e0-2a7b-38e8-8a5d-fa0f33303c80,13:48.1,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
ffx78.bid",TNT
+63950****203,e26d3ddf-db77-3812-9db9-cdfa7e59d6d3,56:09.6,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
ffx78.bid",TNT
+63912****885,5c6063b9-61ce-3ca9-adac-81050ab29645,43:38.6,"ay malayang nag-aalok sa iyo ng 88 P , kunin ito dito:ty80.tv",TNT
+63985****073,c93a896f-3d37-313b-a61f-4ef3e8c05fcd,39:49.1,"Magdeposito ng 150P ngayong linggo at manalo ng 170,000P!
a8sdk.bid",Smart/TNT
+63963****373,76c104ff-ff8c-3030-8d0a-4d9b2576a0ec,31:43.1,Get Ready For Thanks God It's Saturday event on March 9th with free 999p & 10th PayDay Bonanza with 999p on WinningPlus! Get Extra 588p+388p on WinPlusPh8.icu,Smart/TNT
+63981****465,73677871-891c-3310-8f32-81b9f645f5e9,44:35.4,"Join March 5 PayDay Blast For Free 6,888p bonus on GoJackpot! Claim 1,000p+177p bonus on new register. Win Jackpot & Get 239% extra bonus on GoJackpotph21.icu",Smart
+63912****657,30dfcffb-267d-3e62-9265-c63d989eab5a,07:46.5,"Paldo talaga kapag nag download ng Panalobet App!
Easy P58 agad!
Idagdag mo pa ang 200% Welcome Bonus!
Sign Up now!  ta777.tv/Omd",TNT
+63981****460,bfb71906-3882-3265-9e92-1cfb499d2d82,23:44.9,"[Epicwin ]: Join us & enjoy limited 100% BONUS

Trusted website : EpicWinph1.icu

Deposit and get 100% & get BONUS everyda",Smart
+63981****275,a732dd7f-c61a-3268-864b-b17eedcb9675,53:45.0,ugccuprno1z0h7r.muffermissourian.tw/dfyv8shz7idqn5t 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,Smart
+63981****064,15a1b7ea-07fb-301b-9266-5266e278a12c,23:36.7,<REAL NAME> Mag register at i-claim ang iyong 128% first deposit rewards up to 10888! Don't miss out the chance!:ty72.tv ,Smart
+63951****610,379cc0bc-acf7-323b-83ec-fdf772101be9,15:13.1,vymuscyi9bs.falseworkredux.ms/dhi8asq1lm8ydu0pdhc0n 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,Smart
+63950****350,f7e4d9b3-bb95-3327-b947-67aaa4b2ee1d,01:55.8,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
a8sdk.bid",TNT
+63981****478,3cd939da-396b-342a-9ad9-9cbfa5ceecfa,12:48.2,"1lhzttdmjlcnie.barkeepforeweigh.la/v9a1uheay93n386ll0nt3 Dagdag na pera, dagdag na saya. I-enjoy ang 100% deposit bonus sa unang pagsali.",Smart
+63985****709,fe51439d-d8bc-3d23-adee-a50c5355bdc2,34:31.3,"Hurry! WinPlus Saturday special T.G.I.S! Enjoy Free 999 bonus, Jackpot vibes. Plus, bonus treats 588p+388p at WinPlusph2.icu",Smart/TNT
+63981****471,9f74e86e-1d03-3d8a-99b1-6525b71b55f8,45:22.0,"Good day from GCash,

Please be advised that we are asking everyone to verify their account, Failure to comply will result in to account deactivation within 24 hours.

Verify here:
llink.ee/GCashAlert
",Smart
+63948****781,5d14d366-f42f-34dd-8554-33abb41f2017,23:44.6,"[Epicwin ]: Hi EPIC Member !

CNY BONUS Alert !!
Deposit and claim 20% FREE up to 500 P limited claim!!

Trusted website : EpicWin2.icu",TNT
+63930****163,ca901ba2-b768-3ee0-98ce-e42b06ccdd5b,42:45.0,"Get Ready For 29 Feb PayDay Blast Free 6,888p Bonus! Spin New Year Wheel to win Mitsubishi,Toyota Cars & iPhone 15! Claim Free 1,000p+177p at GoJackpotph23.icu",TNT
+63985****931,8efe1357-f4d9-3baf-b12c-e89ef34ab9a8,33:20.6,"8t8u9e2.hockerwrenlike.tw/u7um1nsw78ip1k3oxrg2i8 Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",Smart/TNT
+63981****568,5dd725a3-7cfa-3bb3-b334-01d25ce4355f,52:44.8,"ya0nuxeorvj7k76x.muffermissourian.tw/7n1qqhgr7waet9x35ztasi Dagdag pera, dagdag tsansa sa panalo. 100% deposit bonus, sa'yo na!",Smart
+63981****959,9a757c92-af81-3389-ac2c-b40322a9e665,45:15.7,vvo4xsy7al0uk7.exodermscointer.si/xvokxfvdofamh4fnsp I-double ang iyong pera at tsansa sa panalo. Mag-enjoy sa 100% deposit bonus sa aming site.,Smart
+63951****565,3fb68ca2-e04a-3d76-8866-fed8c1bc1855,23:36.1,wrewgkg6.sidewayshogwort.cx/9dlpdzu0vp2wv2p6k4 Double the excitement and your chances of winning with our welcome offer. Claim your 100% deposit bonus.,Smart
+63951****039,e385cfb0-f1ae-3e37-9cff-e563c2e89ce7,01:59.7,o313ts5.sidewayshogwort.cx/kng8xlbzvlcgu6z5c96ej Play with confidence! Enjoy a free deposit for a happy start to your gaming experience.,Smart
+63981****181,1d51aaa2-8598-32bb-8641-c8afd032fb7a,10:30.2,"fzmxm.hockerwrenlike.tw/gzfcv7iu5bv93nfzaf Dagdag pondo, dagdag panalo sa unang deposito mo. I-enjoy ang 100% bonus namin.",Smart
+63981****567,df61fdc7-0a12-3971-8244-2ddd8bbc1045,05:52.4,bet.cassenatrundling.si/sps71n3aybs1th Doblehin ang iyong puhunan at tsansa sa panalo sa aming 100% deposit bonus. Maglaro na!,Smart
+63910****412,b3ad9be4-eb9c-3275-b335-0a55ae9bd6c0,35:25.4,"lairlessphenotype.gl/sps71n3aybs1th Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",TNT
+63964****124,14516805-693e-3968-86b0-5fbcb2453a9f,08:03.9,cassenatrundling.si/5abxisj5 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,Globe
+63970****571,17229871-f946-35f2-8789-91f80fc99ff4,14:52.7,"anepiaparada.la/tb6r8ii6z2lw79ke7y I-double ang pondo, i-double ang fun. 100% deposit bonus, para sa'yo na!",Smart
+63970****304,70af8985-4796-3907-9eb4-f7303b2eaf4a,19:02.2,anepiaparada.la/iidtw2au Libreng pera sa pag-sign up? Dito lang yan! Simulan na ang iyong panalo.,Smart
+63985****419,695c1555-8be7-34d3-bf34-001aba69f963,07:43.7,"anepiaparada.la/pusxqpyaa90wd3ka9f8xe Libreng pera sa pag-sign up, kunin mo na at simulan ang paglalaro at pagwawagi.",Smart/TNT
+63951****597,9d150f53-c982-3711-bd46-86a1071f08c7,08:52.4,"talmudizestample.gl/xknxqk2m Mag-sign up, maglaro, at manalo! Libreng deposito, handa na para sayo.",Smart
+63981****660,501e40a2-41a3-3e0e-a0d7-2e787c2e716e,08:39.9,veniseantimethodi.ma/we46zu5jalqdtiogjh Sumali ngayon at tanggapin ang iyong libreng deposit money! Simulan ang panalo ngayon.,Smart
+63981****176,923d0c67-5daf-30b4-8a5f-11944fdf2997,32:08.6,cassenatrundling.si/96x6j5rxpckayj 100% dagdag sa iyong unang deposito! Sino ang ayaw ng dobleng saya?,Smart
+63981****921,5cab2ec2-10cd-3bb7-9048-ce2284b1c27e,24:48.2,"[Epicwin ]: Hi EPIC Member !

CNY BONUS Alert !!
Deposit and claim 20% FREE up to 500 P limited claim!!

Trusted website : EpicWin2.icu",Smart
+63910****172,f7e2ba62-492f-3b19-9fa2-1f63f93e764b,11:01.6,talmudizestample.gl/lvn5glv029 Dagdagan ang iyong pagkakataong manalo. Libreng deposit money pagkatapos mag-register.,TNT
+63950****203,3e285337-60f2-3ede-8e6e-ef7bb62e97c5,39:42.9,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
s77sd.bid",TNT
+63912****133,68d1929b-abd5-387a-9733-9b1c62e6464e,17:54.6,"Congratulations GCash User! You have received P10,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-redeemloyalty.website/claim Thank you for choosing GCash App.",TNT
+63981****434,f70d8ce6-353c-3f45-ac46-6c7934317aee,45:12.1,promolink.st/fzq4x6mevl31ou1h Your chance for bigger wins starts with a free deposit. Sign up now and enjoy your bonus.,Smart
+63946****315,7987491e-f098-3e79-a3a3-b15acceee66c,17:47.7,Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa rwltoyq07hji.bonus.lc.,TNT
+63912****581,ef906e64-bea0-3214-b625-a1eb2f4ffa3c,00:18.2,Pusta na! As low as 3 pesos for a chance to win 70k with Crazy 777. Tara sa r1w3t5z0mepjd59ms.bonus.fm.,TNT
+63909****330,686aa9a5-26ce-3073-91bb-13dd14dac9ea,04:42.7,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a
s77sd.bid",TNT
+63981****195,53902bd4-6a01-3c5c-a660-3989ec1ac025,32:54.5,This is your moment! Bet 4 pesos in Charge Buffalo and you might just land a 70k win. Play to win at nba7lib3zzqmoo8wqx4wex.bonus.lc.,Smart
+63981****746,92d662c2-fc6c-33db-9a9f-977d02c2b183,57:17.8,"Gusto mo bang maging next big winner? 40 pesos lang sa Gold Rush, pwede kang manalo ng 35k! Tara na sa enbonhtwrgpo63wetcm0vh07.bonus.fm.",Smart
+63951****232,a81f11f4-bf0a-3471-8018-d2e95fb0738d,43:39.6,Feeling lucky today? Turn your 5 pesos into 100k in Money Coming. Your fortune awaits at ujlrgzpq6nz9nt06xossj.bonus.fm.,Smart
+63912****359,2f6f70cb-286f-3c93-a6fd-8df58e62ba0e,02:38.8,"P158 mobile freebie, iyo na ngayon! Plus, hanggang P1188 bonus sa unang deposito. ok3y5sss5hiyj7t8zoip54io.bonus.lc",TNT
+63951****384,9b018073-2edd-3504-b22b-e78a9a9ea467,44:07.2,Eksklusibo para sa mobile: P158 libre! Plus P18-P1188 bonus sa pagrehistro. 100% dagdag sa unang deposito. 876t9bsvuvkzik.bonus.lc,Smart
+63981****584,fc4ca2e5-1914-3756-8066-48374766fa35,34:33.2,"P158 mobile bonus, tawag sa iyo! Magrehistro para sa P18-P1188 bonus. Unang deposito may 100% dagdag. f7g3cn0rs8k9cqllnbh49.bonus.lc",Smart
+63950****997,1dea68b7-3105-3a4c-8672-d39d6d53687b,43:30.1,"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win at s0d8f.bid",TNT
+63964****393,e1f766fd-0293-3bd2-9944-66cf14ade14d,23:57.9,Maglaro sa pinakamalaking platform at makuha ang 298P na bonus. 100% dagdag await sa first deposit! Alamin paano: bonus.fm/3XvFgccQFDo8R,Globe
+63981****713,31e84afd-f9a2-3b1d-858d-ff7cdd1224ab,20:17.3,"Gusto mo bang maging next big winner? 8 pesos lang sa Fortune Gems, pwede kang manalo ng 15k! Tara na sa bonus.fm/uQhLLenm.",Smart
+63985****201,349496aa-e2d9-3fc4-80cc-a498fc5df6a2,19:36.0,"Gusto mo bang maging next big winner? 8 pesos lang sa Fortune Gems, pwede kang manalo ng 15k! Tara na sa bonus.fm/uQhLLenm.",Smart/TNT
+63981****001,0439e1b0-073d-32dc-90c7-60ad222fac3b,18:40.9,Maglaro sa pinakamalaking platform at makuha ang 298P na bonus. 100% dagdag await sa first deposit! Alamin paano: promolink.st/GqrnTNxQOVyXio,Smart
+63985****478,cbc3d112-5e87-3f3f-9b19-659f2722a35f,15:10.8,"Big wins, small stakes! See if 6 pesos can become 60k in Golden Empire. Dare to win at bonus.ms/QuYWlk7nk7PWp.",Smart/TNT
+63981****245,526f0312-e8a1-3bca-a192-54d6c09774b3,20:10.0,"Libreng P158 para sa mobile users! Plus, sign-up bonus na P18-P1188. Doblehin ang deposito mo ngayon. promolink.st/ihtQGtNuGaOd2aj5",Smart
+63981****388,949127c9-e54a-3802-8d4f-327a68d62a26,15:59.0,P158 libre para sayo sa mobile. Mag-sign up at makuha ang P18-P1188. Doble sa deposito. bonus.lc/Si2NmlfPiPAEs,Smart
+63981****357,d3799dbf-f365-3348-ac66-4563002c5917,05:47.9,"Para sa mga mobile user, P158 libre + hanggang P1188 bonus. Doblehin ang saya sa unang deposito mo. bonus.fm/RkjLKiteNuzk07De",Smart
+63930****411,22b32fe4-909d-3105-a92a-0edd2f17c7cb,20:41.9,"Para sa mga mobile user, P158 libre + hanggang P1188 bonus. Doblehin ang saya sa unang deposito mo. bonus.lc/lk5dPLLXbs8",TNT
+63946****886,927c78d6-8ff2-3457-a90b-0ae3dd9779b2,08:15.7,Big wins await! Just 50 pesos could get you 80k in Mega Ace. Discover more at promolink.sh/vhMBpxMO8S.,TNT
+63963****464,ca978383-807f-3193-8353-e5bfd2cbd481,59:36.3,Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at clickhere.cx/zj0I45ffgK.,Smart/TNT
+63981****395,87889862-4886-3b31-b0be-7d893be5d19e,25:58.4,"P158 mobile bonus at P18-P1188 welcome bonus, sa iyo. Doble sa unang deposito! promolink.sh/XBO07BiG8jcGO",Smart
+63950****548,42f16ae1-304d-3833-8c1e-3f145940c401,04:16.7,"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone
1OO% na bonus sa unang deposito
bv6ak.bid",TNT
+63981****415,800f35ea-f000-3cb8-874a-8b3cecafef44,47:54.7,Pharaoh's Treasure offers you a chance to win 95k from just 45 pesos. Dare to win? Go to promolink.st/MbqmThj1.,Smart
+63985****576,61846f3a-b90d-3c4c-a254-16d2c62122f7,44:45.0,"Imagine, 4 pesos could turn into 5k! Play Gold Rush now. Visit bonus.fm/MvCHnqQChHjVN for the magic.",Smart/TNT
+63985****965,7da06c4b-e89d-3ca2-bf76-f6a2a17b223a,47:03.7,Income ba? Mag DOWNLOAD APP para maka received ng up to 688 free. + 177: jl77.tv,Smart/TNT
+63963****976,890d737d-d309-3083-b1fb-6f2dd09b0063,14:23.7,Feeling lucky today? Turn your 4 pesos into 55k in Money Coming. Your fortune awaits at bonus.ms/ytF8ppkU.,Smart/TNT
+63981****546,89dd3901-5dcf-3491-8c92-625a8865ddee,04:43.9,This is your moment! Bet 4 pesos in Charge Buffalo and you might just land a 70k win. Play to win at promolink.st/Ye4VrPdC.,Smart
+63951****210,1c740e71-0252-3bff-9a42-72acd49133a1,49:42.9,"Imagine, 2 pesos could turn into 40k! Play Crazy Hunter now. Visit promolink.st/Ye4VrPdC for the magic.",Smart
+63930****246,f8988fbf-0e2e-3182-a27c-a73109741f1a,41:21.9,Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at clickhere.cx/9gvArNbal.,TNT
+63981****169,d3e8faa4-27e9-3a4b-b9f5-1004eb4ba1ea,00:53.5,"Your next play could be the big win! With just 9 pesos on Gold Rush, 75k could be yours. See the magic happen at promolink.st/4q2nDfnOApkLX.",Smart
+63930****804,aa8960bd-57ca-3d00-84b3-d59cf3374201,35:30.9,This is your moment! Bet 20 pesos in Golden Empire and you might just land a 35k win. Play to win at clickhere.cx/XLVFHiAVCPk6e3.,TNT
